Gripper,Object,Close Gripper Force,Shake Gripper Amplitude,Force Move XYZ,Success_Count,,object_dim,,,
geltip_gripper,bowl,400,0.1,"[0.0, 0.0, 0.149]",9,,"(0.16181800000000002, 0.161268, 0.055591)",,,
geltip_gripper,bowl,400,0.1,"[0.0, 0.0, 0.152]",10,,"(0.16181800000000002, 0.161268, 0.055591)",,,
geltip_gripper,bowl,400,0.3,"[0.0, 0.0, 0.149]",0,,"(0.16181800000000002, 0.161268, 0.055591)",,,
geltip_gripper,bowl,400,0.3,"[0.0, 0.0, 0.152]",10,,"(0.16181800000000002, 0.161268, 0.055591)",,,
geltip_gripper,bowl,400,0.5,"[0.0, 0.0, 0.149]",0,,"(0.16181800000000002, 0.161268, 0.055591)",,,
geltip_gripper,bowl,400,0.5,"[0.0, 0.0, 0.152]",10,,"(0.16181800000000002, 0.161268, 0.055591)",,,
geltip_gripper,mustard_bottle,30,0.1,"[0.0, 0.0, 0.149]",10,,"(0.09823699999999999, 0.067215, 0.192166)",,,
geltip_gripper,mustard_bottle,30,0.1,"[0.0, 0.0, 0.16]",0,,"(0.09823699999999999, 0.067215, 0.192166)",,,
geltip_gripper,mustard_bottle,30,0.3,"[0.0, 0.0, 0.149]",0,,"(0.09823699999999999, 0.067215, 0.192166)",,,
geltip_gripper,mustard_bottle,30,0.3,"[0.0, 0.0, 0.16]",0,,"(0.09823699999999999, 0.067215, 0.192166)",,,
geltip_gripper,mustard_bottle,30,0.5,"[0.0, 0.0, 0.149]",0,,"(0.09823699999999999, 0.067215, 0.192166)",,,
geltip_gripper,mustard_bottle,30,0.5,"[0.0, 0.0, 0.16]",0,,"(0.09823699999999999, 0.067215, 0.192166)",,,
geltip_gripper,mustard_bottle,40,0.1,"[0.0, 0.0, 0.149]",10,,"(0.09823699999999999, 0.067215, 0.192166)",,,
geltip_gripper,mustard_bottle,40,0.1,"[0.0, 0.0, 0.16]",0,,"(0.09823699999999999, 0.067215, 0.192166)",,,
geltip_gripper,mustard_bottle,40,0.3,"[0.0, 0.0, 0.149]",0,,"(0.09823699999999999, 0.067215, 0.192166)",,,
geltip_gripper,mustard_bottle,40,0.3,"[0.0, 0.0, 0.16]",0,,"(0.09823699999999999, 0.067215, 0.192166)",,,
geltip_gripper,mustard_bottle,40,0.5,"[0.0, 0.0, 0.149]",0,,"(0.09823699999999999, 0.067215, 0.192166)",,,
geltip_gripper,mustard_bottle,40,0.5,"[0.0, 0.0, 0.16]",0,,"(0.09823699999999999, 0.067215, 0.192166)",,,
geltip_gripper,mustard_bottle,50,0.1,"[0.0, 0.0, 0.149]",10,,"(0.09823699999999999, 0.067215, 0.192166)",,,
geltip_gripper,mustard_bottle,50,0.1,"[0.0, 0.0, 0.16]",10,,"(0.09823699999999999, 0.067215, 0.192166)",,,
geltip_gripper,mustard_bottle,50,0.3,"[0.0, 0.0, 0.149]",0,,"(0.09823699999999999, 0.067215, 0.192166)",,,
